time,OCV,SOC,disCapacity
0.0,4.18665,1.0,2.68992
60.001000000018394,4.185385,0.999408904354033,2.68992
120.0010000000184,4.18412,0.998464638353557,2.68992
180.00200000000768,4.18294,0.9975203723530812,2.68992
240.0010000000184,4.181845,0.9965761063526053,2.68992
300.0,4.179995,0.9956355579348084,2.68992
360.002999999997,4.177965,0.9946912919343327,2.68992
420.002999999997,4.1759450000000005,0.9937470259338568,2.68992
480.00400000001537,4.17401,0.99280647751606,2.68992
540.002999999997,4.17215,0.9918622115155841,2.68992
600.0050000000047,4.170215,0.9909179455151084,2.68992
660.002999999997,4.168365,0.9899736795146324,2.68992
720.0020000000077,4.16659,0.9890294135141566,2.68992
780.0020000000077,4.164825,0.9880888650963598,2.68992
840.0040000000154,4.1631350000000005,0.9871445990958839,2.68992
900.002999999997,4.16153,0.9862003330954081,2.68992
960.0010000000184,4.159765,0.9852597846776112,2.68992
1020.0010000000184,4.158245,0.9843155186771355,2.68992
1080.002999999997,4.156644999999999,0.9833749702593386,2.68992
1140.0050000000047,4.155044999999999,0.9824307042588627,2.68992
1200.0,4.1536100000000005,0.9814864382583869,2.68992
1260.002999999997,4.152095,0.9805458898405901,2.68992
1320.0040000000154,4.15066,0.9796016238401143,2.68992
1380.002999999997,4.14931,0.9786610754223174,2.68992
1440.0040000000154,4.147965,0.9777168094218417,2.68992
1500.0010000000184,4.146535,0.9767762610040448,2.68992
1560.002999999997,4.14527,0.9758319950035689,2.68992
1620.0010000000184,4.144005,0.9748877290030931,2.68992
1680.0,4.14274,0.9739471805852963,2.68992
1740.0010000000184,4.14156,0.9729991970021414,2.68992
1800.0010000000184,4.140295,0.9720586485843445,2.68992
1860.0010000000184,4.139195,0.9711143825838688,2.68992
1920.002999999997,4.137935000000001,0.970173834166072,2.68992
1980.0010000000184,4.13684,0.969229568165596,2.68992
2040.0010000000184,4.13583,0.9682853021651202,2.68992
2100.0040000000154,4.134815,0.9673447537473233,2.68992
2160.0040000000154,4.13372,0.9664004877468476,2.68992
2220.002999999997,4.132625,0.9654562217463717,2.68992
2280.002999999997,4.131695000000001,0.9645119557458959,2.68992
2340.0010000000184,4.1306,0.9635714073280991,2.68992
2400.0040000000154,4.129675000000001,0.9626271413276232,2.68992
2460.0020000000077,4.12875,0.9616828753271474,2.68992
2520.0,4.12782,0.9607423269093505,2.68992
2580.0020000000077,4.126895,0.9597943433261956,2.68992
2640.0010000000184,4.126049999999999,0.9588463597430407,2.68992
2700.0020000000077,4.125204999999999,0.957905811325244,2.68992
2760.0010000000184,4.124365,0.9569615453247681,2.68992
2820.0010000000184,4.123525,0.9560172793242923,2.68992
2880.0,4.122680000000001,0.9550767309064954,2.68992
2940.0020000000077,4.121919999999999,0.9541361824886986,2.68992
3000.002999999997,4.1211649999999995,0.9531956340709019,2.68992
3060.002999999997,4.120405,0.952255085653105,2.68992
3120.0020000000077,4.11965,0.9513108196526291,2.68992
3180.0040000000154,4.118885000000001,0.9503702712348323,2.68992
3240.0020000000077,4.118214999999999,0.9494260052343564,2.68992
3300.0020000000077,4.11754,0.9484817392338807,2.68992
3360.002999999997,4.116865,0.9475411908160838,2.68992
3420.0010000000184,4.116105,0.9465969248156079,2.68992
3480.0020000000077,4.115515,0.9456526588151322,2.68992
3540.0040000000154,4.1149249999999995,0.9447121103973353,2.68992
3600.0010000000184,4.114255,0.9437678443968595,2.68992
3660.0020000000077,4.11366,0.9428235783963835,2.68992
3720.0,4.113075,0.9418830299785866,2.68992
3780.0020000000077,4.11248,0.9409387639781109,2.68992
3840.0010000000184,4.111895,0.939998215560314,2.68992
3900.0010000000184,4.111385,0.9390539495598383,2.68992
3960.0010000000184,4.110799999999999,0.9381096835593624,2.68992
4020.0040000000154,4.1102050000000006,0.9371691351415656,2.68992
4080.0010000000184,4.1097,0.9362248691410897,2.68992
4140.002999999997,4.109195,0.9352843207232929,2.68992
4200.002000000008,4.10869,0.9343400547228171,2.68992
4260.002999999997,4.1081,0.9333957887223412,2.68992
4320.002999999997,4.10768,0.9324552403045445,2.68992
4380.001000000018,4.10717,0.9315184094694267,2.68992
4440.005000000005,4.106669999999999,0.9305741434689507,2.68992
4500.002999999997,4.106245,0.9296335950511541,2.68992
4560.002000000008,4.10574,0.9286893290506781,2.68992
4620.002000000008,4.10532,0.9277450630502022,2.68992
4680.002000000008,4.104895,0.9268045146324055,2.68992
4740.004000000015,4.10439,0.9258639662146086,2.68992
4800.001000000018,4.10397,0.9249197002141328,2.68992
4860.001000000018,4.103635000000001,0.9239754342136569,2.68992
4920.002000000008,4.103210000000001,0.9230348857958601,2.68992
4980.001000000018,4.102790000000001,0.9220906197953843,2.68992
5040.001000000018,4.1023700000000005,0.9211463537949084,2.68992
5100.001000000018,4.101945,0.9202058053771117,2.68992
5160.002000000008,4.10153,0.9192615393766358,2.68992
5220.002000000008,4.101190000000001,0.9183209909588389,2.68992
5280.0,4.100765,0.9173767249583631,2.68992
5340.001000000018,4.10043,0.9164361765405663,2.68992
5400.002999999997,4.10001,0.9154881929574115,2.68992
5460.002999999997,4.09967,0.9145476445396146,2.68992
5520.004000000015,4.099335,0.9136070961218179,2.68992
5580.002000000008,4.098995,0.912662830121342,2.68992
5640.002999999997,4.09866,0.9117222817035451,2.68992
5700.001000000018,4.098325,0.9107780157030693,2.68992
5760.002000000008,4.0979849999999995,0.9098337497025933,2.68992
5820.002000000008,4.09765,0.9088894837021176,2.68992
5880.0,4.09723,0.9079415001189627,2.68992
5940.002000000008,4.0969750000000005,0.9069972341184869,2.68992
6000.001000000018,4.096635,0.90605668570069,2.68992
6060.002999999997,4.096299999999999,0.9051124197002143,2.68992
6120.001000000018,4.09605,0.9041755888650964,2.68992
6180.002999999997,4.095795,0.9032313228646205,2.68992
6240.002000000008,4.095455,0.9022907744468238,2.68992
6300.004000000015,4.0952,0.9013465084463479,2.68992
6360.002000000008,4.09487,0.9004022424458721,2.68992
6420.0,4.09453,0.8994616940280753,2.68992
6480.002999999997,4.094275,0.8985174280275994,2.68992
6540.001000000018,4.093945,0.8975731620271236,2.68992
6600.002999999997,4.093605,0.8966288960266476,2.68992
6660.001000000018,4.09335,0.8956846300261718,2.68992
6720.0,4.093095,0.8947403640256959,2.68992
6780.002999999997,4.0928450000000005,0.8937960980252202,2.68992
6840.001000000018,4.09251,0.8928518320247443,2.68992
6900.004000000015,4.092255,0.8919112836069474,2.68992
6960.002999999997,4.092,0.8909670176064717,2.68992
7020.002999999997,4.091665,0.8900264691886748,2.68992
7080.002000000008,4.091415,0.889082203188199,2.68992
7140.001000000018,4.09116,0.888137937187723,2.68992
7200.002999999997,4.090904999999999,0.8871899536045682,2.68992
7260.002000000008,4.09065,0.8862494051867714,2.68992
7320.002000000008,4.09032,0.8853051391862956,2.68992
7380.002999999997,4.090065,0.8843608731858197,2.68992
7440.002999999997,4.08981,0.8834203247680228,2.68992
7500.005000000005,4.089555000000001,0.8824797763502261,2.68992
7560.002999999997,4.0893049999999995,0.8815392279324292,2.68992
7620.002000000008,4.089055,0.8805949619319533,2.68992
7680.002000000008,4.0888,0.8796544135141566,2.68992
7740.0,4.088545,0.8787101475136807,2.68992
7800.001000000018,4.08829,0.877769599095884,2.68992
7860.004000000015,4.08796,0.8768253330954081,2.68992
7920.002999999997,4.08762,0.8758736319295742,2.68992
7980.002999999997,4.08745,0.8749293659290982,2.68992
8040.002999999997,4.087115,0.8739888175113015,2.68992
8100.004000000015,4.0868649999999995,0.8730519866761838,2.68992
8160.002000000008,4.08661,0.8721077206757079,2.68992
8220.004000000015,4.086354999999999,0.871163454675232,2.68992
8280.002999999997,4.0861,0.8702191886747561,2.68992
8340.002000000008,4.08577,0.8692749226742804,2.68992
8400.001000000018,4.0855999999999995,0.8683343742564835,2.68992
8460.002000000008,4.08526,0.8673901082560076,2.68992
8520.001000000018,4.085005,0.8664458422555318,2.68992
8580.002000000008,4.08467,0.865505293837735,2.68992
8640.002000000008,4.08442,0.8645610278372592,2.68992
